Listing_ID,Source,Locality,Sub_Region,Locality_Tier,Society_Name,Rent,BHK,Bathroom,Floor,Total Floors,Carpet_Area_SqFt,Furnishing,Tenant_Type,Property_Type,Property_Age_Category,Property_Age_Years,Posted_Date,Rent_Per_SqFt,Rent_Annual,Rent_Band,Area_Band,Rate_Quality_Flag,Absolute_Price_Flag,Rate_Ceiling_Flag,Data_Quality_Flag
LST-897,99acres,Mulund East,Central Line,Far Suburb,Prem Vishnu,27000.00,1,1,4,7,450,Unfurnished,Family Only,Apartment,Unknown,,2026-06-23,60.00,324000,Budget,Compact,Normal,Normal,Normal,Pass
LST-898,99acres,Mulund East,Central Line,Far Suburb,Destiny Height,32000.00,1,2,21,23,485,Unfurnished,Family Only,Apartment,5-10 Years,7.5,2026-06-19,65.98,384000,Mid,Compact,Normal,Normal,Normal,Pass
LST-899,99acres,Mulund East,Central Line,Far Suburb,Runwal Heritage,24000.00,1,1,6,8,400,Furnished,Family Only,Apartment,10+ Years,10,2026-06-30,60.00,288000,Budget,Compact,Normal,Normal,Normal,Pass
LST-900,99acres,Mulund East,Central Line,Far Suburb,Gagangiri Tower,32000.00,1,1,1,10,480,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-19,66.67,384000,Mid,Compact,Normal,Normal,Normal,Pass
LST-901,99acres,Mulund East,Central Line,Far Suburb,Manav Apartment,26000.00,1,1,0,4,410,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-05-22,63.41,312000,Budget,Compact,Normal,Normal,Normal,Pass
LST-902,99acres,Mulund East,Central Line,Far Suburb,Sai Flora,42000.00,2,1,6,6,680,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-05-19,61.76,504000,Mid,Medium,Normal,Normal,Normal,Pass
LST-903,99acres,Mulund East,Central Line,Far Suburb,Gagangiri Elanza,47000.00,2,2,10,39,653,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-23,71.98,564000,Mid,Medium,Normal,Normal,Normal,Pass
LST-904,99acres,Mulund East,Central Line,Far Suburb,Vidya Chs,52000.00,2,2,13,18,727,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-20,71.53,624000,Mid,Medium,Normal,Normal,Normal,Pass
LST-905,99acres,Mulund East,Central Line,Far Suburb,Sainath Vrindavan,42000.00,2,2,15,21,550,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-23,76.36,504000,Mid,Medium,Normal,Normal,Normal,Pass
LST-906,99acres,Mulund East,Central Line,Far Suburb,Palkhee society,39000.00,2,2,3,7,630,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-27,61.90,468000,Mid,Medium,Normal,Normal,Normal,Pass
LST-907,99acres,Mulund East,Central Line,Far Suburb,Indu Enterprise Ankoor CHS,53000.00,3,3,10,20,750,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-29,70.67,636000,Mid,Medium,Normal,Normal,Normal,Pass
LST-908,99acres,Mulund East,Central Line,Far Suburb,ankurdev Danvijay,55000.00,3,2,10,12,800,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-23,68.75,660000,Mid,Medium,Normal,Normal,Normal,Pass
LST-909,99acres,Mulund East,Central Line,Far Suburb,Sainath Towers,75000.00,3,2,9,14,845,Furnished,Family Only,Apartment,10+ Years,10,2026-06-17,88.76,900000,Premium,Large,Normal,Normal,Normal,Pass
LST-910,99acres,Mulund East,Central Line,Far Suburb,A V JVM,70000.00,3,3,7,17,950,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-20,73.68,840000,Premium,Large,Normal,Normal,Normal,Pass
LST-911,99acres,Mulund East,Central Line,Far Suburb,Shiv Sadhana Chs,60000.00,3,3,4,7,1000,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-25,60.00,720000,Mid,Large,Normal,Normal,Normal,Pass
LST-912,99acres,Thane West,Central Line,Far Suburb,Hiranandani The Walk,31000.00,1,2,10,18,419,Unfurnished,All,Apartment,1-5 Years,3,2026-05-12,73.99,372000,Mid,Compact,Normal,Normal,Normal,Pass
LST-913,99acres,Thane West,Central Line,Far Suburb,New Hill View Chs,32000.00,1,1,3,3,580,Furnished,All,Apartment,10+ Years,10,2026-06-30,55.17,384000,Mid,Medium,Normal,Normal,Normal,Pass
LST-914,99acres,Thane West,Central Line,Far Suburb,Raunak Bliss,19888.00,1,2,5,30,340,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-25,58.49,238656,Budget,Compact,Normal,Normal,Normal,Pass
LST-915,99acres,Thane West,Central Line,Far Suburb,KIPL Morya,15300.00,1,2,12,17,481,Unfurnished,All,Apartment,1-5 Years,3,2026-06-24,31.81,183600,Budget,Compact,Normal,Normal,Normal,Pass
LST-916,99acres,Thane West,Central Line,Far Suburb,Haware Citi,15100.00,1,1,6,27,415,Unfurnished,All,Apartment,1-5 Years,3,2026-06-24,36.39,181200,Budget,Compact,Normal,Normal,Normal,Pass
LST-917,99acres,Thane West,Central Line,Far Suburb,Windsor CHS,47000.00,2,2,7,7,710,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-05-13,66.20,564000,Mid,Medium,Normal,Normal,Normal,Pass
LST-918,99acres,Thane West,Central Line,Far Suburb,Kalpataru Sunrise,47000.00,2,2,14,26,779,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-02,60.33,564000,Mid,Medium,Normal,Normal,Normal,Pass
LST-919,99acres,Thane West,Central Line,Far Suburb,Runwal Eirene,35000.00,2,2,29,40,568,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-29,61.62,420000,Mid,Medium,Normal,Normal,Normal,Pass
LST-920,99acres,Thane West,Central Line,Far Suburb,Crown Kolshet,30000.00,2,2,9,23,530,Semi-Furnished,All,Apartment,Unknown,,2026-06-17,56.60,360000,Budget,Medium,Normal,Normal,Normal,Pass
LST-921,99acres,Thane West,Central Line,Far Suburb,Immensa,55000.00,2,2,12,26,808,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-19,68.07,660000,Mid,Large,Normal,Normal,Normal,Pass
LST-922,99acres,Thane West,Central Line,Far Suburb,Piramal Vaikunth,84999.00,3,2,18,45,1150,Furnished,Family Only,Apartment,Unknown,,2026-06-11,73.91,1019988,Premium,Large,Normal,Normal,Normal,Pass
LST-923,99acres,Thane West,Central Line,Far Suburb,Dosti West County,68000.00,3,3,3,29,923,Unfurnished,All,Apartment,Unknown,,2026-06-30,73.67,816000,Premium,Large,Normal,Normal,Normal,Pass
LST-924,99acres,Thane West,Central Line,Far Suburb,Godrej Emerald,34000.00,3,3,1,28,1100,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-24,30.91,408000,Mid,Large,Normal,Normal,Normal,Pass
LST-925,99acres,Thane West,Central Line,Far Suburb,Immensa,61999.00,3,3,15,26,991,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-07,62.56,743988,Premium,Large,Normal,Normal,Normal,Pass
LST-926,99acres,Thane West,Central Line,Far Suburb,Hiranandani Crown,67000.00,3,3,10,13,1100,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-30,60.91,804000,Premium,Large,Normal,Normal,Normal,Pass
LST-927,99acres,Thane East,Central Line,Far Suburb,Sunil Raj CHS,26000.00,1,1,0,3,535,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-23,48.60,312000,Budget,Medium,Normal,Normal,Normal,Pass
LST-928,99acres,Thane East,Central Line,Far Suburb,Yogi Anusaya CHS,25000.00,1,1,5,7,450,Semi-Furnished,All,Apartment,Unknown,,2026-06-20,55.56,300000,Budget,Compact,Normal,Normal,Normal,Pass
LST-929,99acres,Thane East,Central Line,Far Suburb,Chatrapati Shivaji CHS,25000.00,1,1,4,4,550,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-19,45.45,300000,Budget,Medium,Normal,Normal,Normal,Pass
LST-930,99acres,Thane East,Central Line,Far Suburb,Ramdarshan,18000.00,1,2,2,3,380,Unfurnished,All,Apartment,10+ Years,10,2026-06-25,47.37,216000,Budget,Compact,Normal,Normal,Normal,Pass
LST-931,99acres,Thane East,Central Line,Far Suburb,Nirmal Jeevan CHS,32000.00,1,2,0,3,500,Furnished,Family Only,Apartment,Unknown,,2026-06-18,64.00,384000,Mid,Compact,Normal,Normal,Normal,Pass
LST-932,99acres,Thane East,Central Line,Far Suburb,Villa Royale,45000.00,2,2,9,14,950,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-27,47.37,540000,Mid,Large,Normal,Normal,Normal,Pass
LST-933,99acres,Thane East,Central Line,Far Suburb,park view,30000.00,2,2,2,7,750,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-20,40.00,360000,Budget,Medium,Normal,Normal,Normal,Pass
LST-934,99acres,Thane East,Central Line,Far Suburb,Kishin leela,37000.00,2,1,2,10,650,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-23,56.92,444000,Mid,Medium,Normal,Normal,Normal,Pass
LST-935,99acres,Thane East,Central Line,Far Suburb,Shree Gurunanak CHS,8200.00,2,2,2,4,800,Semi-Furnished,Bachelors,Apartment,10+ Years,10,2026-06-30,10.25,98400,Budget,Medium,Below Tier Range,Normal,Normal,Review
LST-936,99acres,Thane East,Central Line,Far Suburb,Jai Santoshi Mata CHS,28000.00,2,1,1,3,525,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-16,53.33,336000,Budget,Medium,Normal,Normal,Normal,Pass
LST-937,99acres,Thane East,Central Line,Far Suburb,Sai Tirth,52000.00,3,3,7,20,1180,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-05-20,44.07,624000,Mid,Large,Normal,Normal,Normal,Pass
LST-938,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Casa Bella,12000.00,1,1,7,8,432,Unfurnished,All,Apartment,Unknown,,2026-07-01,27.78,144000,Budget,Compact,Normal,Normal,Normal,Pass
LST-939,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Palava Casa Eviva,11000.00,1,1,11,18,505,Semi-Furnished,All,Apartment,Unknown,,2026-06-29,21.78,132000,Budget,Medium,Normal,Normal,Normal,Pass
LST-940,99acres,Dombivli East,Central Line,Outer Periphery,Runwal My City,9500.00,1,2,13,32,455.67,Unfurnished,All,Apartment,Unknown,,2026-07-01,20.85,114000,Budget,Compact,Normal,Normal,Normal,Pass
LST-941,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Palava Downtown,12000.00,1,1,17,18,470,Semi-Furnished,All,Apartment,Unknown,,2026-06-18,25.53,144000,Budget,Compact,Normal,Normal,Normal,Pass
LST-942,99acres,Dombivli East,Central Line,Outer Periphery,Sarvodaya Leela,14000.00,1,1,1,12,525,Unfurnished,Family Only,Apartment,Unknown,,2026-06-10,26.67,168000,Budget,Medium,Normal,Normal,Normal,Pass
LST-943,99acres,Dombivli East,Central Line,Outer Periphery,Lodha CBG Sophistica,28000.00,2,2,9,19,675,Furnished,All,Apartment,Unknown,,2026-06-11,41.48,336000,Budget,Medium,Normal,Normal,Normal,Pass
LST-944,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Casa Foresta,20500.00,2,2,22,24,656,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-02,31.25,246000,Budget,Medium,Normal,Normal,Normal,Pass
LST-945,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Palava Lakeshore Green,16000.00,2,2,16,18,656,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-26,24.39,192000,Budget,Medium,Normal,Normal,Normal,Pass
LST-946,99acres,Dombivli East,Central Line,Outer Periphery,Siddharth Riverwood Park,16000.00,2,2,18,27,571,Unfurnished,All,Apartment,Unknown,,2026-06-12,28.02,192000,Budget,Medium,Normal,Normal,Normal,Pass
LST-947,99acres,Dombivli East,Central Line,Outer Periphery,Runwal My City,12000.00,2,2,20,24,600,Semi-Furnished,All,Apartment,Unknown,,2026-07-01,20.00,144000,Budget,Medium,Normal,Normal,Normal,Pass
LST-948,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Palava Lakeshore Green,19000.00,3,2,12,18,890,Semi-Furnished,All,Apartment,0-1 Year,1,2026-05-16,21.35,228000,Budget,Large,Normal,Normal,Normal,Pass
LST-949,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Palava Downtown,28000.00,3,2,16,18,891,Furnished,All,Apartment,1-5 Years,3,2026-06-18,31.43,336000,Budget,Large,Normal,Normal,Normal,Pass
LST-950,99acres,Dombivli East,Central Line,Outer Periphery,Lodha Casa Foresta,22500.00,3,2,16,25,759,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-02,29.64,270000,Budget,Medium,Normal,Normal,Normal,Pass
LST-951,99acres,Dombivli East,Central Line,Outer Periphery,Maruti Mahadev Nagar CHS,26000.00,3,3,4,7,900,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-05-05,28.89,312000,Budget,Large,Normal,Normal,Normal,Pass
LST-952,99acres,Dombivli East,Central Line,Outer Periphery,Casa Rio Palava,25000.00,3,3,10,18,900,Furnished,All,Apartment,5-10 Years,7.5,2026-05-14,27.78,300000,Budget,Large,Normal,Normal,Normal,Pass
LST-953,99acres,Dombivli West,Central Line,Outer Periphery,Pragati chs,10500.00,1,1,3,3,480,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-16,21.88,126000,Budget,Compact,Normal,Normal,Normal,Pass
LST-954,99acres,Dombivli West,Central Line,Outer Periphery,EVAAN CHS,21500.00,1,2,1,8,450,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-30,47.78,258000,Budget,Compact,Normal,Normal,Normal,Pass
LST-955,99acres,Dombivli West,Central Line,Outer Periphery,Nandadeep arcade,13000.00,1,1,1,3,525,Unfurnished,All,Apartment,10+ Years,10,2026-06-29,24.76,156000,Budget,Medium,Normal,Normal,Normal,Pass
LST-956,99acres,Dombivli West,Central Line,Outer Periphery,Sai Tirth Society,15000.00,1,1,2,3,585,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-29,25.64,180000,Budget,Medium,Normal,Normal,Normal,Pass
LST-957,99acres,Dombivli West,Central Line,Outer Periphery,Yashwant balu kathe Niwas,9000.00,1,1,0,4,330,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-29,27.27,108000,Budget,Compact,Normal,Normal,Normal,Pass
LST-958,99acres,Dombivli West,Central Line,Outer Periphery,Pragati Residency,20000.00,2,2,1,7,650,Furnished,Family Only,Apartment,1-5 Years,3,2026-06-20,30.77,240000,Budget,Medium,Normal,Normal,Normal,Pass
LST-959,99acres,Dombivli West,Central Line,Outer Periphery,OM sai,25000.00,2,2,2,4,750,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-25,33.33,300000,Budget,Medium,Normal,Normal,Normal,Pass
LST-960,99acres,Dombivli West,Central Line,Outer Periphery,Vrindavan Complex,18000.00,2,2,12,14,560,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-29,32.14,216000,Budget,Medium,Normal,Normal,Normal,Pass
LST-961,99acres,Dombivli West,Central Line,Outer Periphery,Swaminarayan City,24000.00,2,2,12,24,700,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-20,34.29,288000,Budget,Medium,Normal,Normal,Normal,Pass
LST-962,99acres,Dombivli West,Central Line,Outer Periphery,Sindhu Sagar Apartments,25000.00,2,2,1,3,960,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-21,26.04,300000,Budget,Large,Normal,Normal,Normal,Pass
LST-963,99acres,Dombivli West,Central Line,Outer Periphery,Pandurang Ashish CHS,35000.00,3,3,6,7,1000,Furnished,Family Only,Apartment,Unknown,,2026-06-30,35.00,420000,Mid,Large,Normal,Normal,Normal,Pass
LST-964,99acres,Kalyan East,Central Line,Outer Periphery,Krishna Square,16000.00,1,2,10,29,500,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-24,32.00,192000,Budget,Compact,Normal,Normal,Normal,Pass
LST-965,99acres,Kalyan East,Central Line,Outer Periphery,Seasons Sahara,15000.00,1,2,22,22,635,Semi-Furnished,All,Apartment,Unknown,,2026-06-26,23.62,180000,Budget,Medium,Normal,Normal,Normal,Pass
LST-966,99acres,Kalyan East,Central Line,Outer Periphery,Kohinoor Eden,14000.00,1,2,11,23,440,Unfurnished,Family Only,Apartment,Unknown,,2026-06-24,31.82,168000,Budget,Compact,Normal,Normal,Normal,Pass
LST-967,99acres,Kalyan East,Central Line,Outer Periphery,Prabhat Mangeshi Era,15000.00,1,2,15,15,437,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-23,34.32,180000,Budget,Compact,Normal,Normal,Normal,Pass
LST-968,99acres,Kalyan East,Central Line,Outer Periphery,Triveni CHS,13000.00,1,1,1,3,450,Furnished,Family Only,Apartment,10+ Years,10,2026-06-20,28.89,156000,Budget,Compact,Normal,Normal,Normal,Pass
LST-969,99acres,Kalyan East,Central Line,Outer Periphery,Raj apartment,12000.00,2,1,4,4,620,Semi-Furnished,All,Apartment,5-10 Years,7.5,2026-06-29,19.35,144000,Budget,Medium,Normal,Normal,Normal,Pass
LST-970,99acres,Kalyan East,Central Line,Outer Periphery,Dasrath Apartment,12500.00,2,1,2,4,590,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-28,21.19,150000,Budget,Medium,Normal,Normal,Normal,Pass
LST-971,99acres,Kalyan East,Central Line,Outer Periphery,Yashraj Paradise,20000.00,2,2,12,14,534,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-28,37.45,240000,Budget,Medium,Normal,Normal,Normal,Pass
LST-972,99acres,Kalyan East,Central Line,Outer Periphery,Shree Hari Apartment,16000.00,2,2,2,4,700,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-27,22.86,192000,Budget,Medium,Normal,Normal,Normal,Pass
LST-973,99acres,Kalyan East,Central Line,Outer Periphery,Kohinoor Eden,17000.00,2,2,22,23,592,Unfurnished,Family Only,Apartment,Unknown,,2026-06-23,28.72,204000,Budget,Medium,Normal,Normal,Normal,Pass
LST-974,99acres,Kalyan East,Central Line,Outer Periphery,Krishna Paradise,32000.00,3,3,12,14,1000,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-16,32.00,384000,Mid,Large,Normal,Normal,Normal,Pass
LST-975,99acres,Kalyan East,Central Line,Outer Periphery,Durga Imperial,35000.00,3,3,22,29,913,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-09,38.34,420000,Mid,Large,Normal,Normal,Normal,Pass
LST-976,99acres,Kalyan East,Central Line,Outer Periphery,Kohinoor Eden,20000.00,3,3,2,23,880,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-05-27,22.73,240000,Budget,Large,Normal,Normal,Normal,Pass
LST-977,99acres,Kalyan East,Central Line,Outer Periphery,West Pioneer Metro Grande,32000.00,3,2,18,28,1090,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-05,29.36,384000,Mid,Large,Normal,Normal,Normal,Pass
LST-978,99acres,Kalyan East,Central Line,Outer Periphery,Rai Heritage,17000.00,3,2,4,7,763,Semi-Furnished,All,Apartment,Unknown,,2026-04-07,22.28,204000,Budget,Medium,Normal,Normal,Normal,Pass
LST-979,99acres,Kalyan West,Central Line,Outer Periphery,Raunak city,12101.00,1,2,10,15,421,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-09,28.74,145212,Budget,Compact,Normal,Normal,Normal,Pass
LST-980,99acres,Kalyan West,Central Line,Outer Periphery,Tharwani Vedant Palacia,26000.00,1,2,25,36,475,Semi-Furnished,All,Apartment,Unknown,,2026-06-11,54.74,312000,Budget,Compact,Normal,Normal,Normal,Pass
LST-981,99acres,Kalyan West,Central Line,Outer Periphery,Mangeshi Flora,18000.00,1,1,3,7,450,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-25,40.00,216000,Budget,Compact,Normal,Normal,Normal,Pass
LST-982,99acres,Kalyan West,Central Line,Outer Periphery,Regency Garden,14000.00,1,1,6,7,500,Unfurnished,All,Apartment,Unknown,,2026-06-19,28.00,168000,Budget,Compact,Normal,Normal,Normal,Pass
LST-983,99acres,Kalyan West,Central Line,Outer Periphery,Jai Hind Society,9500.00,1,1,1,3,350,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-30,27.14,114000,Budget,Compact,Normal,Normal,Normal,Pass
LST-984,99acres,Kalyan West,Central Line,Outer Periphery,Purnima Tower,30000.00,2,2,4,7,1100,Furnished,Family Only,Apartment,Unknown,,2026-06-21,27.27,360000,Budget,Large,Normal,Normal,Normal,Pass
LST-985,99acres,Kalyan West,Central Line,Outer Periphery,Niraj Park,35000.00,2,2,11,13,800,Furnished,Family Only,Apartment,Unknown,,2026-07-01,43.75,420000,Mid,Medium,Normal,Normal,Normal,Pass
LST-986,99acres,Kalyan West,Central Line,Outer Periphery,Tharwani Majestic Towers,32000.00,2,2,15,45,728,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-23,43.96,384000,Mid,Medium,Normal,Normal,Normal,Pass
LST-987,99acres,Kalyan West,Central Line,Outer Periphery,Sai Sankul,23000.00,2,2,7,7,700,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-30,32.86,276000,Budget,Medium,Normal,Normal,Normal,Pass
LST-988,99acres,Kalyan West,Central Line,Outer Periphery,Wayle nagar,22000.00,2,2,4,7,850,Furnished,Family Only,Apartment,Unknown,,2026-06-20,25.88,264000,Budget,Large,Normal,Normal,Normal,Pass
LST-989,99acres,Kalyan West,Central Line,Outer Periphery,Prafulla Paradise,29000.00,3,3,3,7,900,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-30,32.22,348000,Budget,Large,Normal,Normal,Normal,Pass
LST-990,99acres,Kalyan West,Central Line,Outer Periphery,Amantra,35000.00,3,3,28,35,944,Furnished,All,Apartment,1-5 Years,3,2026-06-26,37.08,420000,Mid,Large,Normal,Normal,Normal,Pass
LST-991,99acres,Kalyan West,Central Line,Outer Periphery,shree krishna apartment,55000.00,3,3,1,3,2000,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-26,27.50,660000,Mid,Spacious,Normal,Normal,Normal,Pass
LST-992,99acres,Kalyan West,Central Line,Outer Periphery,Tharwani Rosalie,42000.00,3,3,6,11,1050,Furnished,Family Only,Apartment,10+ Years,10,2026-06-22,40.00,504000,Mid,Large,Normal,Normal,Normal,Pass
LST-993,99acres,Kalyan West,Central Line,Outer Periphery,Guru Atman,32000.00,3,3,20,22,878,Unfurnished,Family Only,Apartment,Unknown,,2026-06-22,36.45,384000,Mid,Large,Normal,Normal,Normal,Pass
LST-994,99acres,Ambernath,Central Line,Outer Periphery,Takshashila Loknagari CHS,8000.00,1,1,3,3,410,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-30,19.51,96000,Budget,Compact,Normal,Normal,Normal,Pass
LST-995,99acres,Ambernath,Central Line,Outer Periphery,Ambarnath Jaihind,10000.00,1,1,2,5,500,Furnished,Family Only,Apartment,Unknown,,2026-06-30,20.00,120000,Budget,Compact,Normal,Normal,Normal,Pass
LST-996,99acres,Ambernath,Central Line,Outer Periphery,Panvelkar Classic,9000.00,1,2,5,7,400,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-30,22.50,108000,Budget,Compact,Normal,Normal,Normal,Pass
LST-997,99acres,Ambernath,Central Line,Outer Periphery,sai krupa,10000.00,1,1,2,4,364,Unfurnished,Family Only,Apartment,5-10 Years,7.5,2026-06-25,27.47,120000,Budget,Compact,Normal,Normal,Normal,Pass
LST-998,99acres,Ambernath,Central Line,Outer Periphery,Ajit CHS,7000.00,1,1,4,4,500,Unfurnished,All,Apartment,10+ Years,10,2026-06-27,14.00,84000,Budget,Compact,Normal,Normal,Normal,Pass
LST-999,99acres,Ambernath,Central Line,Outer Periphery,Charms Global City,13000.00,2,2,6,13,536,Unfurnished,Family Only,Apartment,Unknown,,2026-06-30,24.25,156000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1000,99acres,Ambernath,Central Line,Outer Periphery,Empire Industrial Centrum,12000.00,2,2,12,14,500,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-29,24.00,144000,Budget,Compact,Normal,Normal,Normal,Pass
LST-1001,99acres,Ambernath,Central Line,Outer Periphery,GBK Vishwajeet Empire NX,15000.00,2,2,4,14,608,Unfurnished,All,Apartment,0-1 Year,1,2026-06-25,24.67,180000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1002,99acres,Ambernath,Central Line,Outer Periphery,Aswam Chs,10000.00,2,1,2,4,605,Unfurnished,All,Apartment,10+ Years,10,2026-06-20,16.53,120000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1003,99acres,Ambernath,Central Line,Outer Periphery,Patel Ram Ambar,11000.00,2,2,1,9,600,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-16,18.33,132000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1004,99acres,Ambernath,Central Line,Outer Periphery,Panvelkar Campus,15000.00,3,3,4,7,920,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-26,16.30,180000,Budget,Large,Normal,Normal,Normal,Pass
LST-1005,magicbricks,Ambernath,Central Line,Outer Periphery,Atul Apts,15000.00,3,2,1,4,900,Unfurnished,Family Only,Apartment,20+ Years,20,2026-05-09,16.67,180000,Budget,Large,Normal,Normal,Normal,Pass
LST-1006,99acres,Badlapur,Central Line,Outer Periphery,Katrap Chowk,9000.00,1,2,7,7,500,Unfurnished,Family Only,Apartment,5-10 Years,7.5,2026-06-30,18.00,108000,Budget,Compact,Normal,Normal,Normal,Pass
LST-1007,99acres,Badlapur,Central Line,Outer Periphery,Dashmesh Empire,6500.00,1,2,5,14,421,Unfurnished,Family Only,Apartment,Unknown,,2026-06-30,15.44,78000,Budget,Compact,Normal,Below Absolute Floor,Normal,Review
LST-1008,99acres,Badlapur,Central Line,Outer Periphery,mohan willows,8000.00,1,2,1,15,745,Unfurnished,All,Apartment,1-5 Years,3,2026-06-27,10.74,96000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1009,99acres,Badlapur,Central Line,Outer Periphery,Arihant Anmol Chs,8500.00,1,1,9,12,469,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-26,18.12,102000,Budget,Compact,Normal,Normal,Normal,Pass
LST-1010,99acres,Badlapur,Central Line,Outer Periphery,Ram Rivera,9000.00,1,2,5,10,550,Unfurnished,All,Apartment,Unknown,,2026-06-26,16.36,108000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1011,99acres,Badlapur,Central Line,Outer Periphery,Godrej Vihaa,12000.00,2,2,4,18,793,Unfurnished,Family Only,Apartment,Unknown,,2026-06-22,15.13,144000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1012,99acres,Badlapur,Central Line,Outer Periphery,ARC Manorama Nagar,10500.00,2,2,4,6,630,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-18,16.67,126000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1013,99acres,Badlapur,Central Line,Outer Periphery,Shri Krishna Heights,10000.00,2,2,6,7,1200,Unfurnished,Family Only,Apartment,Unknown,,2026-06-30,8.33,120000,Budget,Large,Normal,Normal,Normal,Pass
LST-1014,99acres,Badlapur,Central Line,Outer Periphery,Rajai Uma Shankar CHS,10500.00,2,2,4,7,630,Semi-Furnished,All,Apartment,Unknown,,2026-06-29,16.67,126000,Budget,Medium,Normal,Normal,Normal,Pass
LST-1015,99acres,Badlapur,Central Line,Outer Periphery,Parth Complex,9000.00,2,3,1,3,795,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-29,11.32,108000,Budget,Medium,Normal,Normal,Normal,Pass
